1,516448608,0,6965524,1448808026,63124,63124,1015348,0
2,516887901,0,6965524,1448839939,80912,80912,1015348,0
3,517332389,0,6965508,1448874720,79684,79684,1015348,0
4,517776401,0,6965476,1448909895,79040,79040,1015348,0
5,518220442,0,6965480,1448942701,79020,79020,1015348,0
6,518657261,0,6965436,1448975593,81932,81932,1015348,0
7,519092317,0,6965492,1449006056,81796,81796,1015348,0
8,519527844,0,6965488,1449037746,79264,79264,1015348,0
9,519976513,0,6965428,1449072953,79480,79480,1015348,0
10,520412026,0,6965468,1449104321,79504,79504,1015348,0
11,520862042,0,6965424,1449142569,79432,79432,1015348,0
12,521298593,0,6965448,1449175055,79416,79416,1015348,0
13,521734671,0,6965428,1449206138,79556,79556,1015348,0
14,522170317,0,6965444,1449238053,79416,79416,1015348,0
15,522606637,0,6965440,1449269325,80076,80076,1015348,0
16,523159332,0,6965320,1449353496,78636,78636,1015348,0
17,523594305,0,6965320,1449384051,79468,79468,1015348,0
18,524030348,0,6965316,1449416510,79484,79484,1015348,0
19,524465705,0,6964748,1449447175,100204,100204,1015348,0
20,524905110,0,6965124,1449480596,100252,100252,1015348,0
21,525361006,0,6965116,1449515953,99756,99756,1015348,0
22,525796656,0,6965112,1449547488,99844,99844,1015348,0
23,526232413,0,6965112,1449578192,99688,99688,1015348,0
24,526668817,0,6965088,1449610144,99724,99724,1015348,0
25,527108478,0,6965020,1449642464,99740,99740,1015348,0
26,527543621,0,6965100,1449673735,99736,99736,1015348,0
27,527983270,0,6965024,1449707909,99676,99676,1015348,0
28,528447397,0,6964972,1449757385,98176,98176,1015348,0
29,528926800,0,6964880,1449813387,98576,98576,1015348,0
30,529379891,0,6964984,1449852124,99688,99688,1015348,0
31,529814615,0,6964976,1449882946,99668,99668,1015348,0
32,530254604,0,6964972,1449916150,99592,99592,1015348,0
33,530692455,0,6964968,1449963532,99620,99620,1015348,0
34,531138331,0,6964840,1450000462,99592,99592,1015348,0
35,531578114,0,6964952,1450032433,99980,99980,1015348,0
36,532013489,0,6964952,1450064440,99620,99620,1015348,0
37,532448624,0,6964808,1450094820,99624,99624,1015348,0
38,532887015,0,6964940,1450128971,99624,99624,1015348,0
39,533325830,0,6964928,1450159684,99640,99640,1015348,0
40,533760618,0,6964928,1450190386,99624,99624,1015348,0
41,534196075,0,6964924,1450221101,99624,99624,1015348,0
42,534636135,0,6964912,1450254815,99584,99584,1015348,0
43,535071113,0,6964924,1450285493,99536,99536,1015348,0
44,535512742,0,6964904,1450319744,99580,99580,1015348,0
45,535952065,0,6964888,1450352701,99564,99564,1015348,0
46,536387423,0,6964900,1450384291,99632,99632,1015348,0
47,536833784,0,6964900,1450424340,92396,92396,1015348,0
48,537288101,0,6964868,1450459632,91080,91080,1015348,0
49,537726932,0,6964884,1450492775,90716,90716,1015348,0
50,538167024,0,6964880,1450524655,90708,90708,1015348,0
51,538609368,0,6964676,1450558484,90724,90724,1015348,0
52,539047671,0,6964844,1450591524,90640,90640,1015348,0
